Block Name,Fingerprint Hash,Total Occurrences,File Count,Files,Status
101004002401___板,4055564726956807184,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002385____弯板,23577534667739960,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002417____弯板,1283798576840604948,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002416____弯板,2010931922231339390,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
210090300-1____盖板,-3407255051936478529,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
A$C364521F7,5601134110526643646,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002443____管,-5667013633111730768,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002382____板,6629022282687009863,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002565____角板,-2737371270704373156,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002403____盖板,-7359218400852444330,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002255____环,-2521745474775040197,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002446____环,6340804202400834966,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002253-1____底环,-4506948239143607395,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002253-2____底环,-5763566283673741927,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
A$C3CDE0253,8458612079317877222,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002254____板,-7741758100162834697,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002258____环,-2482473392305390952,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002220__弯板,4404082690766365059,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002399____出料口加强板,-8251202157109543957,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002400____出料口加强板,7224268345620363427,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
A$C5D601311,-779102808542444939,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
A$C11112C18,4887677280750117863,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
A$C72DF2068,-5224893658211314988,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
A$C7A9F26C1,-6133730334575786251,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002447____板,-2000661676023443372,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002279____板,-8117987428474983382,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002280____板,5679185244450011893,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002284-2285____加强筋,-8901460170532533346,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002371-1___弯板,1999586813264553277,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002373___弯板,6084403867039502873,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
10100400440-1-443-1___弯板,-2195592108630245308,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002389___条,-4502069043226781382,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002388___条,1684145694969134221,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002411___板,1578624803344179181,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004000395_179020122-3__,-6890991737642848247,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002404___弯板,8794549634805172396,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
A$C0ABA3B35,1756045201520023037,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
A$C56EF464E,-235689529786045902,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002264____条,4758753610588047873,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002265____条,-6908438003971663100,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002419____圆台,4584370445274440070,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
210090110-5___法兰,8712872941519598243,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
210090120-2-1_圆环-1,388808116906519453,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002539___侧板,-5833512784855450461,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002537___弯板,-4675972102835278566,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002541___加强板,524228172081567147,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002270___立板,3906378720300079070,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002271___立板,-6428635437103496848,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002272___立板,3282566325483398918,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002535___立板,8387252521569296964,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002538___加强板,-3203831336289308328,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002540___加强板,-6956071157944681258,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002273___底板,-7583561676392201378,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
A$C14693583,9163901951837243419,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
A$C6EA43467,-4774839482889178387,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002257____管,7039601819454873459,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002290____环,-439866517444990810,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002527___板,2664595199317738626,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002528___板,2960550931450049900,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002525___弯板,-1905271491797453605,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002253____底环,6983041483024265102,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002381____右弯板6914,1179815826140487863,1,1,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf,Normalized
101004002567___板_v2,-862716664509593590,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004001429___弯板_v2,4180438832598069310,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101004002410___条_v2,2057946641146032434,2,2,cad\20220709 凯迈2022WX-33号计划-CAD下料-发.dxf; cad\20221203（5-28+44-84）+1206（13-35+50-80）+1208（全部） 凯迈45+46+47号计划急活-CAD下料发.dxf,Normalized
101005000923,6781217772025055269,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000180,-341363219333992413,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\250420（2025WX-22-02）单下料图.dxf,Normalized
101005000854-1,-5238888384894061553,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000854-2,-3869248527570553581,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000955,-6638568177378301696,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000956,-5337825455780718470,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000957,-6514849812443315729,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000962,-4506043303445415615,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000963,8523469595718739274,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000958,6176058300164039946,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000960,2168747631294770808,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000959,9114841912406943449,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000889,-2502152581912391196,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000961,151211864784316674,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000867,4942884252797790112,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000925,5781011560520571591,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000868,2459477522835396980,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
1010050008681,-8651589690488535721,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000949,5692760312129111451,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000950,1101014341718023066,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000951,1836585316153455318,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000200,-4895990214631869705,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\250420（2025WX-22-02）单下料图.dxf,Normalized
101005000205,7993417288633824197,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\250420（2025WX-22-02）单下料图.dxf,Normalized
101005000206,-7766420208287036865,2,2,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf; cad\250420（2025WX-22-02）单下料图.dxf,Normalized
A$CDA225B21,-2308806459556331591,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000919,-8422661291622673313,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000988-1__前弯板,-2125444648361903311,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000989__后弯板_,-7406797298262128262,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005003126__主弯板,-631451917758968692,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005003128__加强板,-8478547243404771465,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000977,-4087601987258276941,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000979,-6402858248714825903,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000980,-4851108817859253890,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000981,6262691198014801670,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000982,2518842828638659063,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000983,3155534642802348139,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000984,4046501202406394274,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000967,-1943809584175319743,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000969,579456562543211919,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000954-1__主弯板,-6553886840437103114,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000954-2__板,-522641574673486078,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000955__前弯板,8865034458741016801,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000956__后弯板,-3134549758825593061,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000957__底板,-6824321427622392678,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
101005000963__隔板,-1934302095162855857,1,1,cad\20221203（29-43+85-116）+1206（1-12+36-49+81-98）凯迈45+46号计划（剩余全部）-CAD下料FA.dxf,Normalized
